Tackles,,,,,Challenges,,,,Blocks,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
340,Ben Mee,eng ENG,DF,Brentford,34-209,1989,14.1,26,15,12,12,2,17,22,77.3,5,21,13,8,13,39,63,1,Matches
341,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,21-087,2003,1.5,3,3,1,2,0,1,3,33.3,2,1,1,0,0,3,0,0,Matches
342,Teden Mengi,eng ENG,DF,Luton Town,21-353,2002,23.3,46,17,29,16,1,16,26,61.5,10,31,22,9,48,94,119,0,Matches
343,Chris Mepham,wls WAL,DF,Bournemouth,26-164,1997,6.9,12,11,9,3,0,9,14,64.3,5,13,6,7,7,19,30,1,Matches
344,Lewis Miley,eng ENG,MF,Newcastle Utd,17-352,2006,13.4,33,21,6,20,7,15,32,46.9,17,20,3,17,8,41,18,2,Matches
345,James Milner,eng ENG,"DF,MF",Brighton,38-104,1986,8.6,20,14,9,10,1,9,14,64.3,5,9,0,9,8,28,16,0,Matches
346,Tyrone Mings,eng ENG,DF,Aston Villa,31-035,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
347,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,24-229,1999,29.9,91,49,70,14,7,36,50,72,14,52,10,42,25,116,99,0,Matches
348,Kaoru Mitoma,jp JPN,FW,Brighton,26-333,1997,16.5,13,6,3,7,3,5,19,26.3,14,15,1,14,5,18,12,0,Matches
349,Aleksandar Mitrović,rs SRB,FW,Fulham,29-214,1994,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
350,Jakub Moder,pl POL,MF,Brighton,25-010,1999,5,13,7,5,4,4,8,13,61.5,5,6,1,5,2,15,8,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
351,Kudus Mohammed,gh GHA,"FW,MF",West Ham,23-259,2000,22.7,56,42,24,22,10,19,35,54.3,16,22,0,22,9,65,8,1,Matches
352,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,27-107,1997,5.6,14,11,8,5,1,10,18,55.6,8,5,2,3,6,20,28,1,Matches
353,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,31-253,1992,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
354,Álex Moreno,es ESP,DF,Aston Villa,30-314,1993,11.4,18,12,18,0,0,12,19,63.2,7,11,2,9,13,31,37,0,Matches
355,Carlton Morris,eng ENG,"FW,MF",Luton Town,28-123,1995,26.8,9,6,3,3,3,4,9,44.4,5,19,4,15,1,10,41,0,Matches
356,Mason Mount,eng ENG,"MF,FW",Manchester Utd,25-098,1999,4.8,19,12,4,9,6,3,13,23.1,10,6,1,5,6,25,2,0,Matches
357,Divin Mubama,eng ENG,FW,West Ham,19-175,2004,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
358,Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,23-103,2001,12.9,20,12,9,6,5,9,27,33.3,18,10,1,9,5,25,6,0,Matches
359,Rodrigo Muniz,br BRA,FW,Fulham,22-349,2001,14.3,4,2,1,3,0,1,6,16.7,5,7,3,4,4,8,17,0,Matches
360,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,27-327,1996,10,28,21,21,4,3,12,28,42.9,16,21,7,14,16,44,35,0,Matches
361,Arijanet Muric,xk KVX,GK,Burnley,25-162,1998,5,1,1,1,0,0,1,1,100,0,0,0,0,0,1,5,2,Matches
362,Murillo,br BRA,DF,Nott'ham Forest,21-288,2002,26.2,40,25,29,10,1,15,28,53.6,13,36,20,16,29,69,156,0,Matches
363,Alex Murphy,ie IRL,"FW,DF",Newcastle Utd,19-297,2004,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,Matches
364,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,29-053,1995,8.9,14,7,5,4,5,8,16,50,8,13,0,13,3,17,12,0,Matches
365,Vitaliy Mykolenko,ua UKR,DF,Everton,24-324,1999,25.9,67,36,45,20,2,40,65,61.5,25,36,11,25,35,102,82,0,Matches
366,Marvelous Nakamba,zw ZIM,MF,Luton Town,30-089,1994,12.6,40,24,24,14,2,24,42,57.1,18,23,6,17,11,51,11,1,Matches
367,Michael Ndiweni,eng ENG,FW,Newcastle Utd,20-137,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
368,Reiss Nelson,eng ENG,FW,Arsenal,24-129,1999,3,9,6,5,1,3,8,10,80,2,5,1,4,1,10,5,0,Matches
369,Zack Nelson,eng ENG,"MF,DF",Luton Town,19-206,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
370,Neto,br BRA,GK,Bournemouth,34-273,1989,30,0,0,0,0,0,0,0,,0,1,0,1,1,1,11,2,Matches
371,Pedro Neto,pt POR,"FW,MF",Wolves,24-039,2000,16.7,7,3,3,2,2,5,15,33.3,10,5,1,4,4,11,2,0,Matches
372,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,28-040,1996,12.9,33,21,26,7,0,14,18,77.8,4,16,10,6,9,42,42,0,Matches
373,Eddie Nketiah,eng ENG,FW,Arsenal,24-323,1999,12,12,7,2,6,4,2,7,28.6,5,11,0,11,4,16,4,0,Matches
374,Christopher Nkunku,fr FRA,"FW,MF",Chelsea,26-155,1997,3.5,2,1,0,2,0,0,0,,0,3,0,3,2,4,3,0,Matches
375,Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,24-361,1999,1.2,1,1,1,0,0,0,1,0,1,2,0,2,1,2,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
376,Oliver Norwood,nir NIR,MF,Sheffield Utd,33-005,1991,15.7,41,26,18,18,5,20,47,42.6,27,24,9,15,21,62,39,0,Matches
377,Matheus Nunes,pt POR,MF,Wolves,25-234,1998,2,3,1,3,0,0,2,6,33.3,4,0,0,0,6,9,1,0,Matches
378,Matheus Nunes,pt POR,MF,Manchester City,25-234,1998,7,10,4,1,7,2,5,16,31.3,11,6,1,5,1,11,8,1,Matches
379,Darwin Núñez,uy URU,FW,Liverpool,24-298,1999,20.8,21,12,2,10,9,11,23,47.8,12,17,6,11,2,23,8,0,Matches
380,Ethan Nwaneri,eng ENG,FW,Arsenal,17-027,2007,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
381,Christian Nørgaard,dk DEN,MF,Brentford,30-038,1994,24.2,73,46,39,27,7,29,80,36.3,51,40,2,38,46,119,50,0,Matches
382,Mark O'Mahony,ie IRL,FW,Brighton,19-094,2005,0,,0,,,,,,,,,,,0,,,,Matches
383,Dara O'Shea,ie IRL,DF,Burnley,25-044,1999,27.1,29,16,16,10,3,9,21,42.9,12,34,25,9,25,54,134,2,Matches
384,Michael Obafemi,ie IRL,"FW,MF",Burnley,23-286,2000,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
385,Wilson Odobert,fr FRA,"MF,FW",Burnley,19-141,2004,18.4,14,11,5,5,4,6,22,27.3,16,25,2,23,4,18,9,0,Matches
386,Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,26-352,1997,21.1,17,10,10,7,0,12,22,54.5,10,14,3,11,5,22,33,2,Matches
387,Angelo Ogbonna,it ITA,DF,West Ham,35-330,1988,3.6,3,1,3,0,0,2,2,100,0,10,8,2,2,5,18,0,Matches
388,Michael Olakigbe,eng ENG,"DF,FW",Brentford,19-358,2004,0.7,3,0,2,1,0,2,4,50,2,7,0,7,1,4,0,1,Matches
389,Michael Olise,fr FRA,"FW,MF",Crystal Palace,22-127,2001,9.3,16,8,7,8,1,8,21,38.1,13,15,0,15,7,23,8,0,Matches
390,Robin Olsen,se SWE,GK,Aston Villa,34-100,1990,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
391,Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,21-299,2002,8.5,9,3,8,1,0,5,8,62.5,3,12,8,4,13,22,42,1,Matches
392,Amadou Onana,be BEL,MF,Everton,22-245,2001,20.5,59,33,27,25,7,16,36,44.4,20,20,4,16,15,74,25,0,Matches
393,André Onana,cm CMR,GK,Manchester Utd,28-015,1996,32,1,0,1,0,0,1,1,100,0,0,0,0,0,1,10,1,Matches
394,Ryan One,sct SCO,FW,Sheffield Utd,17-296,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
395,Tyler Onyango,eng ENG,MF,Everton,21-044,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
396,Fred Onyedinma,eng ENG,"DF,MF",Luton Town,27-145,1996,2.3,7,5,5,2,0,4,10,40,6,2,0,2,1,8,5,0,Matches
397,Frank Onyeka,ng NGA,MF,Brentford,26-107,1998,12.8,36,23,9,22,5,15,28,53.6,13,15,7,8,23,59,17,0,Matches
398,Divock Origi,be BEL,FW,Nott'ham Forest,28-365,1995,6.6,6,4,5,0,1,0,0,,0,6,0,6,2,8,4,0,Matches
399,Stefan Ortega,de GER,GK,Manchester City,31-163,1992,5.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
400,Ben Osborn,eng ENG,"DF,MF",Sheffield Utd,29-256,1994,11.1,20,9,9,9,2,6,13,46.2,7,14,1,13,5,25,24,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
401,Gabriel Osho,ng NGA,DF,Luton Town,25-247,1998,15.5,31,17,15,15,1,12,20,60,8,34,18,16,29,60,71,0,Matches
402,William Osula,dk DEN,FW,Sheffield Utd,20-257,2003,8.4,2,2,1,0,1,1,2,50,1,3,1,2,2,4,9,0,Matches
403,Dango Ouattara,bf BFA,"FW,DF",Bournemouth,22-066,2002,9.5,32,18,18,7,7,14,25,56,11,14,3,11,12,44,26,0,Matches
404,David Ozoh,eng ENG,"MF,DF",Crystal Palace,18-322,2005,1.7,10,6,3,6,1,5,6,83.3,1,2,0,2,0,10,2,0,Matches
405,João Palhinha,pt POR,MF,Fulham,28-283,1995,25.5,130,66,68,50,12,89,134,66.4,45,46,8,38,42,172,45,0,Matches
406,Cole Palmer,eng ENG,MF,Manchester City,21-347,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
407,Cole Palmer,eng ENG,"FW,MF",Chelsea,21-347,2002,23,21,12,8,5,8,8,19,42.1,11,17,1,16,16,37,11,2,Matches
408,Emerson Palmieri,it ITA,DF,West Ham,29-258,1994,30.2,90,57,38,37,15,47,70,67.1,23,40,10,30,36,126,82,0,Matches
409,Lucas Paquetá,br BRA,"FW,MF",West Ham,26-234,1997,24.4,62,43,34,23,5,22,47,46.8,25,23,0,23,18,80,25,2,Matches
410,Ben Parkinson,eng ENG,FW,Newcastle Utd,19-038,2005,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
411,Thomas Partey,gh GHA,"DF,MF",Arsenal,30-309,1993,4.1,7,5,6,1,0,4,6,66.7,2,3,1,2,5,12,3,0,Matches
412,Nathan Patterson,sct SCO,DF,Everton,22-184,2001,11.2,34,24,21,11,2,14,37,37.8,23,14,3,11,9,43,33,0,Matches
413,Myles Peart-Harris,eng ENG,"DF,MF",Brentford,21-212,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
414,Sydie Peck,eng ENG,MF,Sheffield Utd,19-217,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
415,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,22-119,2001,1.9,5,3,4,1,0,1,3,33.3,2,7,1,6,1,6,5,0,Matches
416,Andreas Pereira,br BRA,MF,Fulham,28-107,1996,25.5,20,10,3,9,8,8,33,24.2,25,15,2,13,4,24,12,0,Matches
417,Ivan Perišić,hr CRO,FW,Tottenham,35-075,1989,1.1,3,2,1,1,1,3,5,60,2,1,0,1,2,5,1,0,Matches
418,Đorđe Petrović,rs SRB,GK,Chelsea,24-192,1999,15.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1,Matches
419,Kalvin Phillips,eng ENG,MF,West Ham,28-137,1995,3.3,9,4,2,6,1,5,8,62.5,3,4,1,3,4,13,2,1,Matches
420,Kalvin Phillips,eng ENG,MF,Manchester City,28-137,1995,1,3,3,1,1,1,0,0,,0,0,0,0,2,5,2,0,Matches
421,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,22-069,2002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
422,Jordan Pickford,eng ENG,GK,Everton,30-041,1994,32,0,0,0,0,0,0,0,,0,3,0,3,0,0,17,1,Matches
423,Ethan Pinnock,jm JAM,DF,Brentford,30-324,1993,23,32,21,21,11,0,8,17,47.1,9,34,21,13,37,69,144,2,Matches
424,Nick Pope,eng ENG,GK,Newcastle Utd,31-364,1992,13.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,2,Matches
425,Pedro Porro,es ESP,DF,Tottenham,24-217,1999,28.5,82,57,39,29,14,54,103,52.4,49,56,17,39,28,110,90,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
426,Jarell Quansah,eng ENG,DF,Liverpool,21-079,2003,7.9,11,9,9,1,1,6,9,66.7,3,7,2,5,9,20,22,1,Matches
427,Ionuț Radu,ro ROU,GK,Bournemouth,26-325,1997,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
428,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,21-195,2002,1.5,4,1,3,1,0,2,3,66.7,1,2,0,2,3,7,1,0,Matches
429,Aaron Ramsdale,eng ENG,GK,Arsenal,25-339,1998,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
430,Aaron Ramsey,eng ENG,"MF,FW",Burnley,21-087,2003,5.9,17,14,7,5,5,8,16,50,8,11,2,9,1,18,10,0,Matches
431,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,22-325,2001,9.5,16,8,7,6,3,5,15,33.3,10,15,2,13,3,19,8,0,Matches
432,Marcus Rashford,eng ENG,FW,Manchester Utd,26-169,1997,25,18,11,8,4,6,8,25,32,17,15,1,14,4,22,19,0,Matches
433,David Raya,es ESP,GK,Arsenal,28-215,1995,26,1,1,1,0,0,1,1,100,0,0,0,0,0,1,6,4,Matches
434,Tim Ream,us USA,DF,Fulham,36-195,1987,15.7,18,9,11,5,2,7,15,46.7,8,22,15,7,25,43,56,2,Matches
435,Nathan Redmond,eng ENG,"FW,MF",Burnley,30-042,1994,1.6,2,1,0,0,2,1,4,25,3,1,0,1,0,2,3,0,Matches
436,Harrison Reed,eng ENG,MF,Fulham,29-081,1995,13,27,16,9,15,3,12,29,41.4,17,18,9,9,11,38,20,0,Matches
437,Sergio Reguilón,es ESP,DF,Manchester Utd,27-123,1996,4.6,13,8,6,2,5,8,17,47.1,9,10,0,10,5,18,7,0,Matches
438,Sergio Reguilón,es ESP,DF,Brentford,27-123,1996,7.8,28,12,17,10,1,16,26,61.5,10,16,4,12,9,37,20,0,Matches
439,Bobby Reid,jm JAM,FW,Fulham,31-075,1993,13.5,18,12,3,13,2,3,13,23.1,10,17,2,15,3,21,12,0,Matches
440,Gio Reyna,us USA,"MF,FW",Nott'ham Forest,21-156,2002,1.8,7,3,4,0,3,3,6,50,3,0,0,0,2,9,0,0,Matches
441,Rodrigo Ribeiro,pt POR,"FW,MF",Nott'ham Forest,18-355,2005,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
442,Declan Rice,eng ENG,MF,Arsenal,25-094,1999,29.8,64,39,31,27,6,27,47,57.4,20,33,10,23,37,101,47,0,Matches
443,Chris Richards,us USA,"DF,MF",Crystal Palace,24-020,2000,17.3,36,22,18,15,3,16,22,72.7,6,26,9,17,22,58,87,0,Matches
444,Richarlison,br BRA,FW,Tottenham,26-343,1997,15.2,16,11,4,8,4,2,9,22.2,7,32,6,26,8,24,21,0,Matches
445,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,27-221,1996,2.1,5,1,1,2,2,1,2,50,1,0,0,0,2,7,2,0,Matches
446,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,34-220,1989,1.2,3,2,1,2,0,2,3,66.7,1,1,1,0,1,4,5,0,Matches
447,Connor Roberts,wls WAL,DF,Burnley,28-207,1995,9.1,12,5,6,4,2,8,17,47.1,9,8,6,2,4,16,25,2,Matches
448,Andrew Robertson,sct SCO,DF,Liverpool,30-037,1994,14.2,28,19,17,9,2,20,30,66.7,10,12,4,8,10,38,34,0,Matches
449,Antonee Robinson,us USA,DF,Fulham,26-253,1997,31.4,81,51,52,22,7,47,90,52.2,43,47,6,41,73,154,93,3,Matches
450,Jack Robinson,eng ENG,DF,Sheffield Utd,30-229,1993,28.8,38,25,27,11,0,24,35,68.6,11,46,31,15,30,68,130,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
451,Rodri,es ESP,MF,Manchester City,27-300,1996,26.7,57,34,20,27,10,27,51,52.9,24,27,7,20,20,77,37,4,Matches
452,Jay Rodriguez,eng ENG,FW,Burnley,34-263,1989,9,14,9,7,4,3,7,13,53.8,6,11,1,10,1,15,8,0,Matches
453,Mads Roerslev,dk DEN,DF,Brentford,24-298,1999,20.3,40,26,29,7,4,24,49,49,25,13,3,10,18,58,68,0,Matches
454,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,21-266,2002,4.8,7,1,3,1,3,2,8,25,6,8,0,8,2,9,10,0,Matches
455,Cristian Romero,ar ARG,DF,Tottenham,25-356,1998,25,53,34,33,18,2,27,36,75,9,35,16,19,36,89,86,1,Matches
456,Joe Rothwell,eng ENG,MF,Bournemouth,29-097,1995,4.3,7,2,4,2,1,2,8,25,6,4,2,2,3,10,2,0,Matches
457,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30-275,1993,11.9,12,4,5,6,1,5,9,55.6,4,15,7,8,9,21,15,2,Matches
458,José Sá,pt POR,GK,Wolves,31-091,1993,28.7,0,0,0,0,0,0,1,0,1,3,0,3,0,0,19,5,Matches
459,Bukayo Saka,eng ENG,FW,Arsenal,22-225,2001,27.7,57,29,20,19,18,24,54,44.4,30,39,2,37,10,67,20,1,Matches
460,Mohamed Salah,eg EGY,FW,Liverpool,31-307,1992,23.8,13,9,0,5,8,5,18,27.8,13,17,1,16,2,15,1,0,Matches
461,William Saliba,fr FRA,DF,Arsenal,23-024,2001,32,34,21,22,11,1,16,20,80,4,27,13,14,22,56,66,2,Matches
462,Albert Sambi Lokonga,be BEL,MF,Luton Town,24-178,1999,9.7,19,12,10,7,2,13,18,72.2,5,19,11,8,6,25,11,0,Matches
463,Davinson Sánchez,co COL,DF,Tottenham,27-310,1996,0.9,0,0,0,0,0,0,0,,0,3,2,1,1,1,2,0,Matches
464,Robert Sánchez,es ESP,GK,Chelsea,26-151,1997,15.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,3,Matches
465,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,24-023,2000,0.9,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,Matches
466,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,26-137,1997,11.1,40,21,23,13,4,11,27,40.7,16,23,6,17,14,54,20,0,Matches
467,Andrey Santos,br BRA,MF,Nott'ham Forest,19-350,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
468,Pablo Sarabia,es ESP,"MF,FW",Wolves,31-342,1992,17.8,17,11,7,6,4,11,30,36.7,19,16,1,15,9,26,8,0,Matches
469,Dane Scarlett,eng ENG,FW,Tottenham,20-024,2004,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
470,Kevin Schade,de GER,"FW,MF",Brentford,22-142,2001,2.9,3,1,1,2,0,0,3,0,3,0,0,0,1,4,3,0,Matches
471,Fabian Schär,ch SUI,DF,Newcastle Utd,32-119,1991,31.1,38,24,25,12,1,16,37,43.2,21,46,34,12,34,72,125,1,Matches
472,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,31-116,1992,14.6,35,21,14,15,6,9,18,50,9,13,2,11,7,42,23,0,Matches
473,Alex Scott,eng ENG,MF,Bournemouth,20-240,2003,8.2,18,11,6,9,3,9,19,47.4,10,12,4,8,11,29,13,2,Matches
474,Matz Sels,be BEL,GK,Nott'ham Forest,32-051,1992,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0,Matches
475,Nélson Semedo,pt POR,"DF,MF",Wolves,30-153,1993,30,67,43,42,17,8,32,54,59.3,22,37,8,29,31,98,76,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
476,Antoine Semenyo,gh GHA,FW,Bournemouth,24-101,2000,18.1,19,13,7,7,5,8,22,36.4,14,31,1,30,5,24,15,0,Matches
477,Marcos Senesi,ar ARG,DF,Bournemouth,26-343,1997,19.5,42,22,22,18,2,17,42,40.5,25,36,17,19,26,68,87,1,Matches
478,Luke Shaw,eng ENG,DF,Manchester Utd,28-280,1995,10.7,11,8,7,3,1,9,15,60,6,18,11,7,6,17,39,0,Matches
479,Bernardo Silva,pt POR,"MF,FW",Manchester City,29-251,1994,22.9,43,21,11,23,9,22,48,45.8,26,21,3,18,12,55,11,1,Matches
480,Fábio Silva,pt POR,FW,Wolves,21-273,2002,2.9,7,4,3,4,0,2,3,66.7,1,1,0,1,2,9,0,0,Matches
481,Thiago Silva,br BRA,DF,Chelsea,39-208,1984,24,26,12,21,4,1,17,29,58.6,12,28,21,7,24,50,123,4,Matches
482,Luis Sinisterra,co COL,"FW,MF",Bournemouth,24-305,1999,7.8,23,12,9,10,4,9,16,56.3,7,18,0,18,8,31,4,0,Matches
483,Oliver Skipp,eng ENG,"MF,FW",Tottenham,23-214,2000,6.5,15,10,7,5,3,8,14,57.1,6,11,1,10,1,16,7,0,Matches
484,Adam Smith,eng ENG,DF,Bournemouth,32-354,1991,19.5,29,17,15,7,7,16,31,51.6,15,21,10,11,18,47,51,0,Matches
485,Emile Smith Rowe,eng ENG,MF,Arsenal,23-264,2000,3.7,4,1,2,2,0,2,4,50,2,3,1,2,3,7,1,0,Matches
486,Cédric Soares,pt POR,DF,Arsenal,32-230,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
487,Dominic Solanke,eng ENG,FW,Bournemouth,26-216,1997,31.6,23,11,3,13,7,10,24,41.7,14,21,4,17,6,29,38,0,Matches
488,Manor Solomon,il ISR,FW,Tottenham,24-268,1999,2.2,3,3,1,1,1,1,2,50,1,4,0,4,3,6,2,0,Matches
489,Tomáš Souček,cz CZE,MF,West Ham,29-050,1995,27.6,44,29,17,24,3,17,38,44.7,21,50,26,24,35,79,87,0,Matches
490,Vinicius Souza,br BRA,MF,Sheffield Utd,24-305,1999,26,112,69,54,45,13,36,66,54.5,30,49,15,34,29,141,68,1,Matches
491,Jason Steele,eng ENG,GK,Brighton,33-243,1990,15,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,1,Matches
492,Raheem Sterling,eng ENG,"FW,MF",Chelsea,29-131,1994,20.6,20,10,7,7,6,11,25,44,14,12,0,12,12,32,8,0,Matches
493,John Stones,eng ENG,"DF,MF",Manchester City,29-325,1994,11.6,2,1,1,0,1,0,3,0,3,11,7,4,10,12,21,0,Matches
494,Thomas Strakosha,al ALB,GK,Brentford,29-029,1995,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
495,Dominik Szoboszlai,hu HUN,MF,Liverpool,23-175,2000,22.3,31,19,12,11,8,16,50,32,34,37,2,35,14,45,16,1,Matches
496,Matt Targett,eng ENG,DF,Newcastle Utd,28-212,1995,0.9,2,0,1,1,0,1,1,100,0,1,0,1,0,2,2,0,Matches
497,James Tarkowski,eng ENG,DF,Everton,31-150,1992,32,50,33,36,13,1,26,45,57.8,19,68,44,24,50,100,151,2,Matches
498,Nuno Tavares,pt POR,DF,Nott'ham Forest,24-082,2000,5.1,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,Matches
499,Marcus Tavernier,eng ENG,FW,Bournemouth,25-026,1999,22.6,50,32,24,21,5,23,45,51.1,22,30,3,27,5,55,23,0,Matches
500,Charlie Taylor,eng ENG,DF,Burnley,30-212,1993,23.1,32,18,17,13,2,15,33,45.5,18,24,9,15,18,50,72,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
501,Kenny Tete,nl NED,DF,Fulham,28-191,1995,8.6,22,15,15,5,2,9,17,52.9,8,10,3,7,16,38,33,0,Matches
502,Luke Thomas,eng ENG,DF,Sheffield Utd,22-312,2001,10.2,20,9,13,6,1,8,14,57.1,6,23,5,18,10,30,27,0,Matches
503,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26-346,1997,16,36,19,16,15,5,14,36,38.9,22,20,2,18,13,49,7,0,Matches
504,Jurriën Timber,nl NED,DF,Arsenal,22-305,2001,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches
505,Harry Toffolo,eng ENG,DF,Nott'ham Forest,28-242,1995,14.9,25,13,20,5,0,14,23,60.9,9,32,12,20,13,38,44,0,Matches
506,Takehiro Tomiyasu,jp JPN,DF,Arsenal,25-164,1998,8,12,6,10,2,0,7,11,63.6,4,5,2,3,10,22,24,0,Matches
507,James Tomkins,eng ENG,DF,Crystal Palace,35-019,1989,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
508,Sandro Tonali,it ITA,MF,Newcastle Utd,23-345,2000,4.9,7,7,4,2,1,3,9,33.3,6,3,0,3,2,9,4,0,Matches
509,Ivan Toney,eng ENG,FW,Brentford,28-032,1996,12.1,12,5,1,6,5,5,12,41.7,7,4,1,3,8,20,14,0,Matches
510,Pau Torres,es ESP,DF,Aston Villa,27-092,1997,23.4,25,14,15,9,1,12,25,48,13,23,9,14,12,37,61,0,Matches
511,Andros Townsend,eng ENG,"MF,FW",Luton Town,32-276,1991,12.9,20,13,10,2,8,13,26,50,13,12,0,12,5,25,10,0,Matches
512,James Trafford,eng ENG,GK,Burnley,21-190,2002,28,2,1,2,0,0,2,2,100,0,0,0,0,1,3,18,1,Matches
513,Adama Traoré,es ESP,"FW,MF",Fulham,28-083,1996,2.5,4,3,1,2,1,3,6,50,3,1,0,1,1,5,1,0,Matches
