Total,,,,,Short,,,Medium,,,Long,,,,,Expected,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
253,Ryan John Giles,eng ENG,"DF,MF",Luton Town,24-082,2000,5.6,140,218,64.2,2294,949,74,85,87.1,56,85,65.9,9,39,23.1,0,0.2,0.6,-0.2,5,10,10,6,17,Matches
254,Ben Johnson,eng ENG,"DF,FW",West Ham,24-084,2000,5.5,214,295,72.5,3247,1299,128,141,90.8,70,103,68,13,30,43.3,0,0,0.1,0,0,16,1,0,21,Matches
255,Brennan Johnson,wls WAL,FW,Tottenham,22-330,2001,17.6,402,563,71.4,5762,1423,252,308,81.8,128,175,73.1,14,35,40,7,5.4,3.5,1.6,32,27,28,7,58,Matches
256,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,22-330,2001,2.6,47,61,77,671,143,25,29,86.2,17,22,77.3,2,2,100,0,0.2,0,-0.2,1,2,0,0,1,Matches
257,Joseph Johnson,eng ENG,DF,Luton Town,18-056,2006,0,2,3,66.7,32,0,1,1,100,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
258,Sam Johnstone,eng ENG,GK,Crystal Palace,31-023,1993,20,343,599,57.3,11568,8793,45,46,97.8,143,147,97.3,155,401,38.7,0,0,0,0,0,13,0,0,0,Matches
259,Curtis Jones,eng ENG,MF,Liverpool,23-078,2001,12,648,715,90.6,9458,1941,370,392,94.4,238,259,91.9,17,25,68,1,0.5,1,0.5,9,60,11,1,67,Matches
260,Jorginho,it ITA,MF,Arsenal,32-119,1991,10,675,759,88.9,10965,3278,349,369,94.6,271,301,90,42,55,76.4,2,1.4,2.1,0.6,10,78,25,1,101,Matches
261,Diogo Jota,pt POR,FW,Liverpool,27-135,1996,11.9,276,375,73.6,3863,926,175,215,81.4,82,102,80.4,11,17,64.7,3,3.2,1.7,-0.2,21,17,12,0,32,Matches
262,Mads Juel Andersen,dk DEN,DF,Luton Town,26-112,1997,4.4,87,117,74.4,1570,766,41,47,87.2,37,48,77.1,9,19,47.4,0,0,0,0,0,7,0,0,7,Matches
263,Hamed Junior Traorè,ci CIV,MF,Bournemouth,24-061,2000,0.5,18,27,66.7,244,59,10,11,90.9,6,8,75,1,3,33.3,0,0,0,0,1,3,0,0,3,Matches
264,Mathias Jørgensen,dk DEN,DF,Brentford,33-360,1990,11.1,385,522,73.8,6244,3054,205,238,86.1,150,198,75.8,25,59,42.4,0,0.9,0.4,-0.9,5,47,8,1,43,Matches
265,Issa Kaboré,bf BFA,DF,Luton Town,22-341,2001,18.8,522,737,70.8,8231,3227,270,314,86,199,279,71.3,35,78,44.9,2,2,1.9,0,15,29,17,12,53,Matches
266,Sasa Kalajdzic,at AUT,FW,Wolves,26-285,1997,1.8,38,60,63.3,507,130,22,33,66.7,10,16,62.5,2,5,40,0,1,0.3,-1,4,1,2,0,5,Matches
267,Boubacar Kamara,fr FRA,MF,Aston Villa,24-146,1999,18.4,922,1035,89.1,14037,3978,521,560,93,319,344,92.7,56,82,68.3,1,1.3,1.4,-0.3,20,107,12,0,83,Matches
268,Willy Kambwala,fr FRA,DF,Manchester Utd,19-236,2004,3.5,151,177,85.3,2616,884,64,68,94.1,83,93,89.2,3,13,23.1,0,0,0,0,0,5,0,0,7,Matches
269,Thomas Kaminski,be BEL,GK,Luton Town,31-177,1992,33,756,1298,58.2,24476,19928,143,144,99.3,282,295,95.6,327,850,38.5,0,0,0.1,0,0,39,1,0,1,Matches
270,Loris Karius,de GER,GK,Newcastle Utd,30-300,1993,1,21,37,56.8,507,279,4,4,100,14,14,100,3,18,16.7,0,0,0,0,0,0,0,0,0,Matches
271,Michael Keane,eng ENG,DF,Everton,31-097,1993,4.9,171,221,77.4,3519,1261,47,60,78.3,98,113,86.7,23,42,54.8,0,0,0.1,0,0,15,0,0,14,Matches
272,Thilo Kehrer,de GER,"DF,MF",West Ham,27-209,1996,0.2,9,9,100,86,36,7,7,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,Matches
273,Caoimhín Kelleher,ie IRL,GK,Liverpool,25-146,1998,10,359,442,81.2,8077,5323,101,101,100,196,198,99,62,140,44.3,0,0,0,0,1,9,0,0,1,Matches
274,Lloyd Kelly,eng ENG,DF,Bournemouth,25-194,1998,14.1,569,775,73.4,11428,3840,193,235,82.1,294,345,85.2,74,162,45.7,1,1.1,0.7,-0.1,8,63,6,3,49,Matches
275,Omari Kellyman,eng ENG,FW,Aston Villa,18-215,2005,0.2,3,4,75,51,9,1,2,50,2,2,100,0,0,,0,0,0,0,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
276,Milos Kerkez,hu HUN,DF,Bournemouth,20-162,2003,19,556,763,72.9,8826,2989,295,344,85.8,212,299,70.9,38,82,46.3,1,0.6,0.7,0.4,8,30,12,7,40,Matches
277,Kaine Kesler-Hayden,eng ENG,DF,Aston Villa,21-177,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
278,Max Kilman,eng ENG,DF,Wolves,26-330,1997,32,1625,1909,85.1,30274,10924,646,691,93.5,808,880,91.8,155,296,52.4,0,1.2,0.9,-1.2,14,97,10,1,102,Matches
279,Jakub Kiwior,pl POL,DF,Arsenal,24-062,2000,9.5,480,572,83.9,7785,2682,250,283,88.3,194,221,87.8,31,53,58.5,3,0.9,0.6,2.1,6,41,6,3,48,Matches
280,Justin Kluivert,nl NED,"MF,FW",Bournemouth,24-348,1999,16.3,224,332,67.5,3408,960,112,154,72.7,82,105,78.1,13,25,52,1,1.7,1.3,-0.7,19,10,18,2,41,Matches
281,Luca Koleosho,it ITA,"MF,FW",Burnley,19-215,2004,10.8,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1,1.3,1.1,-0.3,11,9,6,2,19,Matches
282,Ibrahima Konaté,fr FRA,DF,Liverpool,24-328,1999,16.8,1219,1391,87.6,21571,8616,486,536,90.7,638,682,93.5,77,134,57.5,0,0.4,0.5,-0.4,8,138,8,0,112,Matches
283,Ezri Konsa,eng ENG,DF,Aston Villa,26-177,1997,29.1,1699,1850,91.8,28661,9669,727,767,94.8,867,926,93.6,85,113,75.2,0,0.5,0.9,-0.5,8,126,12,2,123,Matches
284,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,34-118,1989,2.3,47,74,63.5,604,159,32,43,74.4,11,19,57.9,1,2,50,0,0,0,0,1,3,0,0,5,Matches
285,Mateo Kovačić,hr CRO,MF,Manchester City,29-347,1994,12.8,1047,1123,93.2,15193,3180,596,616,96.8,384,411,93.4,33,46,71.7,0,1.5,1.6,-1.5,18,95,13,0,81,Matches
286,Emil Krafth,se SWE,DF,Newcastle Utd,29-259,1994,4.6,198,241,82.2,2948,1106,113,126,89.7,71,84,84.5,9,18,50,0,0.8,0.6,-0.8,7,12,10,6,19,Matches
287,Dejan Kulusevski,se SWE,"FW,MF",Tottenham,23-358,2000,25.8,810,1052,77,11491,3087,518,598,86.6,233,301,77.4,36,63,57.1,3,6.9,5.9,-3.9,57,43,65,15,122,Matches
288,Adam Lallana,eng ENG,MF,Brighton,35-343,1988,8.3,428,481,89,4730,1035,310,335,92.5,74,86,86,7,7,100,1,1.7,1.9,-0.7,14,21,15,1,38,Matches
289,Tariq Lamptey,gh GHA,"DF,FW",Brighton,23-200,2000,8.5,317,383,82.8,4531,773,182,203,89.7,109,134,81.3,12,21,57.1,3,0.6,0.5,2.4,6,6,7,3,14,Matches
290,Aymeric Laporte,es ESP,DF,Manchester City,29-326,1994,0.1,11,11,100,202,48,4,4,100,7,7,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
291,Yasser Larouci,dz ALG,DF,Sheffield Utd,23-107,2001,5.3,118,169,69.8,1777,632,66,77,85.7,43,57,75.4,5,15,33.3,0,0.3,0,-0.3,2,10,0,0,12,Matches
292,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,30-158,1993,12,669,774,86.4,11616,3694,252,275,91.6,383,421,91,29,61,47.5,0,0.1,0.1,-0.1,2,38,1,0,31,Matches
293,Roméo Lavia,be BEL,MF,Chelsea,20-102,2004,0.4,22,27,81.5,350,51,9,10,90,13,14,92.9,0,1,0,0,0,0,0,0,4,0,0,1,Matches
294,Mario Lemina,ga GAB,MF,Wolves,30-229,1993,28,995,1164,85.5,15512,4018,550,604,91.1,352,407,86.5,68,105,64.8,0,0.8,0.8,-0.8,15,52,5,1,64,Matches
295,Clément Lenglet,fr FRA,DF,Aston Villa,28-305,1995,11.8,759,849,89.4,14313,4800,277,294,94.2,400,426,93.9,75,116,64.7,1,0.8,0.5,0.2,2,32,3,0,50,Matches
296,Bernd Leno,de GER,GK,Fulham,32-044,1992,33,1060,1338,79.2,25696,15721,214,215,99.5,639,642,99.5,205,475,43.2,0,0,0,0,0,20,0,0,0,Matches
297,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,29-175,1994,26.5,999,1229,81.3,15498,5004,541,611,88.5,367,444,82.7,63,111,56.8,1,2.2,2,-1.2,24,108,20,3,105,Matches
298,Rico Lewis,eng ENG,"DF,MF",Manchester City,19-148,2004,8.8,494,540,91.5,6776,1066,321,332,96.7,153,164,93.3,12,19,63.2,0,1.1,1.2,-1.1,13,27,8,0,31,Matches
299,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23-055,2001,13.6,244,351,69.5,3608,859,139,175,79.4,80,107,74.8,16,49,32.7,1,1.7,1.8,-0.7,12,10,14,4,29,Matches
300,Victor Lindelöf,se SWE,DF,Manchester Utd,29-275,1994,14.8,826,927,89.1,13195,3696,398,435,91.5,355,385,92.2,48,70,68.6,1,0.3,0.4,0.7,8,62,3,0,40,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
301,Valentino Livramento,eng ENG,DF,Newcastle Utd,21-157,2002,11.6,496,577,86,7162,2071,308,331,93.1,157,183,85.8,20,39,51.3,0,0.4,0.5,-0.4,7,35,13,3,36,Matches
302,Giovani Lo Celso,ar ARG,MF,Tottenham,28-008,1996,5.3,393,440,89.3,5764,1594,221,236,93.6,130,141,92.2,25,33,75.8,2,1.7,1.6,0.3,14,38,10,1,55,Matches
303,Tom Lockyer,wls WAL,DF,Luton Town,29-136,1994,13,301,422,71.3,6628,3120,81,104,77.9,158,189,83.6,57,113,50.4,1,0.6,0.3,0.4,3,37,4,0,37,Matches
304,Sean Longstaff,eng ENG,MF,Newcastle Utd,26-170,1997,25.1,816,1017,80.2,12515,4143,456,523,87.2,286,349,81.9,51,82,62.2,2,1.8,2.4,0.2,17,65,24,4,115,Matches
305,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,26-342,1997,4.4,62,96,64.6,945,389,39,51,76.5,17,31,54.8,6,10,60,0,0.7,0.1,-0.7,2,6,2,0,9,Matches
306,Douglas Luiz,br BRA,MF,Aston Villa,25-344,1998,29.6,1658,1931,85.9,28908,7392,739,790,93.5,716,804,89.1,159,258,61.6,5,4.8,4.9,0.2,50,134,39,8,162,Matches
307,Saša Lukić,rs SRB,MF,Fulham,27-248,1996,10.4,352,413,85.2,5627,1401,166,188,88.3,158,172,91.9,19,28,67.9,0,0.6,0.4,-0.6,8,26,4,0,33,Matches
308,Ian Maatsen,nl NED,"FW,MF",Chelsea,22-038,2002,2.3,97,138,70.3,1316,400,60,73,82.2,26,46,56.5,4,8,50,0,0.1,0.2,-0.1,2,6,2,1,8,Matches
309,Alexis Mac Allister,ar ARG,MF,Liverpool,25-115,1998,24.1,1431,1654,86.5,22452,6581,737,808,91.2,564,620,91,83,138,60.1,5,2.8,4,2.2,37,132,31,1,177,Matches
310,James Maddison,eng ENG,MF,Tottenham,27-146,1996,19.5,967,1202,80.4,15698,5115,496,539,92,373,456,81.8,74,139,53.2,7,4.5,5.3,2.5,53,111,55,3,185,Matches
311,Noni Madueke,eng ENG,FW,Chelsea,22-038,2002,5.9,218,264,82.6,2723,564,150,165,90.9,53,66,80.3,3,6,50,0,0.6,1,-0.6,8,7,7,1,23,Matches
312,Gabriel Magalhães,br BRA,DF,Arsenal,26-120,1997,28.2,1653,1869,88.4,27712,8999,736,774,95.1,809,875,92.5,91,170,53.5,0,0.7,0.7,-0.7,3,133,6,1,103,Matches
313,Harry Maguire,eng ENG,DF,Manchester Utd,31-043,1993,16.4,791,959,82.5,15086,5778,322,360,89.4,357,411,86.9,97,162,59.9,2,1.2,0.9,0.8,6,70,5,0,65,Matches
314,Kobbie Mainoo,eng ENG,MF,Manchester Utd,18-364,2005,15.9,518,613,84.5,7571,1892,285,323,88.2,182,204,89.2,25,43,58.1,0,0.5,0.9,-0.5,9,28,4,1,45,Matches
315,Orel Mangala,be BEL,MF,Nott'ham Forest,26-030,1998,17.4,570,646,88.2,9021,2312,292,321,91,225,247,91.1,37,47,78.7,0,0.2,0.3,-0.2,6,39,1,0,45,Matches
316,Benson Manuel,be BEL,"MF,FW",Burnley,27-020,1997,1.1,43,53,81.1,592,99,26,26,100,13,18,72.2,2,3,66.7,0,0,0.2,0,1,0,2,2,0,Matches
317,Solly March,eng ENG,"FW,DF",Brighton,29-272,1994,6.2,203,261,77.8,3145,899,118,139,84.9,62,78,79.5,17,27,63,1,1,1,0,7,10,7,0,24,Matches
318,Anthony Martial,fr FRA,FW,Manchester Utd,28-134,1995,5,109,139,78.4,1267,263,70,80,87.5,25,33,75.8,1,2,50,0,0.2,0.2,-0.2,6,6,2,0,12,Matches
319,Gabriel Martinelli,br BRA,FW,Arsenal,22-304,2001,20.3,660,848,77.8,10110,1835,377,436,86.5,226,281,80.4,41,78,52.6,4,5.4,4.7,-1.4,40,22,31,6,59,Matches
320,Emiliano Martínez,ar ARG,GK,Aston Villa,31-228,1992,31,1096,1316,83.3,25687,15064,228,230,99.1,660,667,99,204,407,50.1,0,0,0,0,2,19,0,0,2,Matches
321,Lisandro Martínez,ar ARG,DF,Manchester Utd,26-090,1998,6.4,374,405,92.3,6364,1970,164,169,97,179,188,95.2,25,39,64.1,1,0.1,0.1,0.9,3,28,1,0,28,Matches
322,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,22-285,2001,0.2,6,12,50,74,42,5,7,71.4,1,4,25,0,0,,0,0,0,0,0,1,0,0,0,Matches
323,Pape Matar Sarr,sn SEN,MF,Tottenham,21-216,2002,18.4,943,1098,85.9,13733,3425,529,577,91.7,322,370,87,42,64,65.6,3,2,1.7,1,17,96,14,1,120,Matches
324,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26-294,1997,20.5,247,353,70,3246,640,154,199,77.4,63,93,67.7,9,10,90,4,2.5,1.1,1.5,25,8,12,3,20,Matches
325,Joël Matip,cm CMR,DF,Liverpool,32-253,1991,8.7,494,564,87.6,8687,3066,198,216,91.7,257,287,89.5,33,47,70.2,0,0.1,0.1,-0.1,2,27,2,0,34,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
326,Alex Matos,eng ENG,MF,Chelsea,19-197,2004,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
327,Remi Matthews,eng ENG,GK,Crystal Palace,30-067,1994,0,0,5,0,0,0,0,0,,0,0,,0,5,0,0,0,0,0,0,0,0,0,0,Matches
328,Neal Maupay,fr FRA,FW,Brentford,27-247,1996,14.4,272,381,71.4,3854,889,165,200,82.5,65,96,67.7,21,30,70,3,2.3,2.2,0.7,15,15,17,2,36,Matches
329,Neal Maupay,fr FRA,FW,Everton,27-247,1996,1.2,22,26,84.6,353,14,12,13,92.3,8,9,88.9,1,1,100,0,0.1,0,-0.1,1,0,0,0,0,Matches
330,Konstantinos Mavropanos,gr GRE,DF,West Ham,26-128,1997,15.7,461,608,75.8,9179,3783,149,173,86.1,254,290,87.6,50,123,40.7,0,0.2,0.1,-0.2,3,29,1,0,38,Matches
331,Bryan Mbeumo,cm CMR,FW,Brentford,24-254,1999,16.8,404,593,68.1,6188,1959,236,284,83.1,113,171,66.1,38,75,50.7,3,3.3,4.4,-0.3,26,24,29,2,70,Matches
332,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,21-182,2002,18.7,319,469,68,4605,1277,192,241,79.7,93,142,65.5,20,47,42.6,2,2,1.5,0,23,29,24,2,50,Matches
333,James Mcatee,eng ENG,MF,Manchester City,21-182,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
334,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27-318,1996,13.4,231,392,58.9,2782,745,159,249,63.9,54,92,58.7,3,6,50,3,2,2,1,12,27,5,1,30,Matches
335,James McConnell,eng ENG,MF,Liverpool,19-217,2004,0,5,6,83.3,93,29,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,1,Matches
336,John McGinn,sct SCO,"MF,FW",Aston Villa,29-182,1994,28.4,847,1068,79.3,15671,5134,379,432,87.7,343,403,85.1,115,187,61.5,4,4.3,4.6,-0.3,41,108,47,13,170,Matches
337,Scott McKenna,sct SCO,DF,Nott'ham Forest,27-157,1996,4.6,137,186,73.7,2769,1280,38,48,79.2,82,109,75.2,17,28,60.7,0,0.2,0.2,-0.2,3,10,3,0,10,Matches
338,Dwight McNeil,eng ENG,"MF,FW",Everton,24-147,1999,26.4,697,1023,68.1,11737,3883,373,427,87.4,211,305,69.2,89,202,44.1,5,7.7,6.6,-2.7,55,61,43,17,99,Matches
339,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,27-131,1996,17.5,433,540,80.2,6588,1706,241,281,85.8,150,180,83.3,28,38,73.7,1,0.7,0.5,0.3,8,54,9,0,54,Matches
340,Ben Mee,eng ENG,DF,Brentford,34-209,1989,14.1,511,667,76.6,9030,3658,218,249,87.6,235,285,82.5,49,103,47.6,0,0.3,0.7,-0.3,6,45,4,2,49,Matches
341,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,21-087,2003,1.5,31,38,81.6,442,143,21,21,100,7,9,77.8,3,6,50,0,0.4,0.5,-0.4,2,6,1,0,6,Matches
342,Teden Mengi,eng ENG,DF,Luton Town,21-353,2002,23.3,604,787,76.7,11716,4540,222,259,85.7,304,349,87.1,68,150,45.3,0,0.2,0.5,-0.2,5,51,4,0,48,Matches
343,Chris Mepham,wls WAL,DF,Bournemouth,26-164,1997,6.9,296,359,82.5,5965,1994,96,115,83.5,163,184,88.6,35,55,63.6,1,0.4,0.5,0.6,3,34,4,0,25,Matches
344,Lewis Miley,eng ENG,MF,Newcastle Utd,17-352,2006,13.4,441,535,82.4,6580,1615,255,296,86.1,143,165,86.7,24,40,60,3,1.7,1.4,1.3,12,26,12,2,53,Matches
345,James Milner,eng ENG,"DF,MF",Brighton,38-104,1986,8.6,492,585,84.1,7622,2496,269,297,90.6,181,210,86.2,27,46,58.7,2,1.8,1.7,0.2,16,46,17,6,69,Matches
346,Tyrone Mings,eng ENG,DF,Aston Villa,31-035,1993,0.3,5,5,100,119,86,0,0,,2,2,100,2,2,100,0,0,0.2,0,1,1,0,0,0,Matches
347,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,24-229,1999,29.9,973,1355,71.8,15498,6811,492,589,83.5,412,550,74.9,51,121,42.1,3,2.3,1.8,0.7,18,67,21,8,79,Matches
348,Kaoru Mitoma,jp JPN,FW,Brighton,26-333,1997,16.5,509,650,78.3,6210,1486,357,413,86.4,110,153,71.9,9,24,37.5,4,2.7,3.6,1.3,25,23,34,5,64,Matches
349,Aleksandar Mitrović,rs SRB,FW,Fulham,29-214,1994,0.4,4,8,50,78,24,1,3,33.3,2,4,50,1,1,100,0,0,0,0,0,1,1,0,1,Matches
350,Jakub Moder,pl POL,MF,Brighton,25-010,1999,5,158,204,77.5,2043,605,104,113,92,43,61,70.5,3,8,37.5,0,0.2,0.4,-0.2,3,11,2,0,18,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
351,Kudus Mohammed,gh GHA,"FW,MF",West Ham,23-259,2000,22.7,575,747,77,9620,1586,299,335,89.3,200,246,81.3,60,94,63.8,4,3,3,1,24,30,26,15,73,Matches
352,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,27-107,1997,5.6,209,272,76.8,3331,1396,109,120,90.8,82,112,73.2,13,30,43.3,2,0.6,0.3,1.4,5,19,6,0,20,Matches
353,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,31-253,1992,1.2,28,42,66.7,272,91,22,29,75.9,4,8,50,0,0,,0,0.2,0.3,-0.2,2,2,2,0,4,Matches
354,Álex Moreno,es ESP,DF,Aston Villa,30-314,1993,11.4,426,539,79,6423,1584,234,263,89,171,210,81.4,16,29,55.2,0,1.1,1,-1.1,11,10,13,2,23,Matches
355,Carlton Morris,eng ENG,"FW,MF",Luton Town,28-123,1995,26.8,404,636,63.5,5274,958,258,349,73.9,107,174,61.5,16,26,61.5,4,2.8,1.4,1.2,21,25,10,0,48,Matches
356,Mason Mount,eng ENG,"MF,FW",Manchester Utd,25-098,1999,4.8,154,188,81.9,2010,618,97,110,88.2,33,41,80.5,9,15,60,0,0.2,0.3,-0.2,5,14,5,1,16,Matches
357,Divin Mubama,eng ENG,FW,West Ham,19-175,2004,0.9,16,22,72.7,200,15,12,16,75,2,3,66.7,1,1,100,0,0,0,0,0,0,0,0,0,Matches
358,Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,23-103,2001,12.9,291,435,66.9,4065,1304,187,233,80.3,62,103,60.2,22,52,42.3,2,3.1,2.7,-1.1,22,18,18,4,33,Matches
359,Rodrigo Muniz,br BRA,FW,Fulham,22-349,2001,14.3,117,190,61.6,1682,427,67,100,67,33,55,60,9,11,81.8,1,2,0.9,-1,17,10,6,0,16,Matches
360,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,27-327,1996,10,277,377,73.5,3765,1448,177,207,85.5,87,128,68,7,24,29.2,1,0.5,0.4,0.5,7,9,2,0,16,Matches
361,Arijanet Muric,xk KVX,GK,Burnley,25-162,1998,5,205,293,70,5952,4271,35,35,100,92,95,96.8,77,156,49.4,0,0,0,0,1,9,0,0,1,Matches
362,Murillo,br BRA,DF,Nott'ham Forest,21-288,2002,26.2,967,1250,77.4,19669,8998,333,375,88.8,497,568,87.5,128,275,46.5,2,1.2,0.6,0.8,6,89,10,0,80,Matches
363,Alex Murphy,ie IRL,"FW,DF",Newcastle Utd,19-297,2004,0,4,4,100,81,8,2,2,100,1,1,100,1,1,100,0,0,0,0,0,1,0,0,0,Matches
364,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,29-053,1995,8.9,212,324,65.4,3325,1365,123,153,80.4,70,106,66,16,46,34.8,3,2.6,1.6,0.4,17,22,18,4,36,Matches
365,Vitaliy Mykolenko,ua UKR,DF,Everton,24-324,1999,25.9,826,1105,74.8,12845,5367,462,519,89,266,353,75.4,75,157,47.8,0,0.9,1.1,-0.9,13,44,17,10,55,Matches
366,Marvelous Nakamba,zw ZIM,MF,Luton Town,30-089,1994,12.6,356,423,84.2,5622,1605,184,203,90.6,126,143,88.1,27,42,64.3,0,0.4,0.5,-0.4,7,27,2,1,36,Matches
367,Michael Ndiweni,eng ENG,FW,Newcastle Utd,20-137,2003,0,1,2,50,16,15,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
368,Reiss Nelson,eng ENG,FW,Arsenal,24-129,1999,3,127,144,88.2,1674,298,80,83,96.4,31,36,86.1,6,12,50,0,0.6,0.4,-0.6,5,1,6,2,5,Matches
369,Zack Nelson,eng ENG,"MF,DF",Luton Town,19-206,2004,0.1,4,4,100,41,0,2,2,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
370,Neto,br BRA,GK,Bournemouth,34-273,1989,30,647,1008,64.2,19046,14166,89,91,97.8,335,345,97.1,222,565,39.3,0,0,0,0,0,22,0,0,0,Matches
371,Pedro Neto,pt POR,"FW,MF",Wolves,24-039,2000,16.7,532,714,74.5,8219,1968,304,348,87.4,153,209,73.2,49,98,50,9,4.4,3.7,4.6,38,23,29,12,54,Matches
372,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,28-040,1996,12.9,473,604,78.3,8854,3164,176,188,93.6,243,307,79.2,50,95,52.6,0,0.1,0.2,-0.1,3,25,5,1,30,Matches
373,Eddie Nketiah,eng ENG,FW,Arsenal,24-323,1999,12,168,215,78.1,2332,267,98,118,83.1,60,72,83.3,3,4,75,2,0.8,0.7,1.2,9,7,5,0,20,Matches
374,Christopher Nkunku,fr FRA,"FW,MF",Chelsea,26-155,1997,3.5,87,99,87.9,1045,238,59,62,95.2,15,18,83.3,2,3,66.7,0,0.1,0.3,-0.1,2,4,5,0,9,Matches
375,Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,24-361,1999,1.2,48,67,71.6,811,222,23,25,92,23,31,74.2,2,7,28.6,0,0,0,0,1,1,0,0,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
376,Oliver Norwood,nir NIR,MF,Sheffield Utd,33-005,1991,15.7,610,877,69.6,11803,4530,237,285,83.2,250,307,81.4,102,244,41.8,0,0.6,1.2,-0.6,15,63,11,2,69,Matches
377,Matheus Nunes,pt POR,MF,Wolves,25-234,1998,2,87,106,82.1,1077,279,59,68,86.8,23,26,88.5,2,6,33.3,0,0.1,0.2,-0.1,3,6,1,0,8,Matches
378,Matheus Nunes,pt POR,MF,Manchester City,25-234,1998,7,339,407,83.3,4583,739,210,231,90.9,104,122,85.2,11,22,50,2,1.1,1.4,0.9,9,19,14,2,32,Matches
379,Darwin Núñez,uy URU,FW,Liverpool,24-298,1999,20.8,320,460,69.6,4446,960,184,234,78.6,98,142,69,18,33,54.5,8,5.6,4.3,2.4,30,21,25,0,52,Matches
380,Ethan Nwaneri,eng ENG,FW,Arsenal,17-027,2007,0.2,15,18,83.3,209,56,10,13,76.9,5,5,100,0,0,,0,0,0,0,1,1,2,0,2,Matches
381,Christian Nørgaard,dk DEN,MF,Brentford,30-038,1994,24.2,1008,1281,78.7,16337,5397,525,601,87.4,394,488,80.7,71,131,54.2,1,1.7,2.1,-0.7,21,102,24,3,146,Matches
382,Mark O'Mahony,ie IRL,FW,Brighton,19-094,2005,0,,,,,,,,,,,,,,,0,,,,,,,,,Matches
383,Dara O'Shea,ie IRL,DF,Burnley,25-044,1999,27.1,1177,1483,79.4,23457,8626,388,465,83.4,634,715,88.7,144,260,55.4,4,1.9,0.8,2.1,12,116,4,2,106,Matches
